given,family,sequence,affiliation,DOI
Mahvesh,Ali,first,,10.20935/al1820
Adrian,Bejan,first,Duke University,10.20935/al2577
Amy,Gregory,first,,10.20935/al2547
David,Campbell,additional,,10.20935/al2547
José,Martins,first,,10.20935/al2380
Federico Lorenzo,Ramaioli[1],first,,10.20935/al2617
Charles,DiSimone,first,Ghent University,10.20935/al30
Gustavo,Haiden de Lacerda,first,,10.20935/al2072
Rita,Lourenço Costa,first,,10.20935/al2159
Abel,Rodrigues,additional,,10.20935/al2159
Pedro Juan,Baquero Pérez,first,,10.20935/al2263
Begum,Burak,first,,10.20935/al1740
Michael,Barros,first,Northcentral University,10.20935/al1346
Adaku Jane,Echendu,first,,10.20935/al1793
Benjamin,Miller,first,,10.20935/al1355
Mark,Rubin,additional,"The University of Newcastle, Australia",10.20935/al610
Saptarshijyoti,Gogoi,first,,10.20935/al2082
Courtney Laurey,Davids,first,The University of the Western Cape,10.20935/al1739
Rachel,Alberstadt,first,,10.20935/al2102
Jesse,Scott,additional,,10.20935/al2102
Kennedy,Thomas,additional,,10.20935/al2102
David,Warrick,additional,,10.20935/al2102
Elizabeth,Williams,additional,,10.20935/al2102
Emrah,Atar,first,Recep Tayyip Erdogan University,10.20935/al2015
Nikola,Sabotinov,first,Bulgarian Academy of Sciences,10.20935/al2194
Maria Cristina,Azcona,first,,10.20935/al2302
Giovanni,Matteucci,first,,10.20935/al2345
Olalekan Moyosore,Lalude,first,,10.20935/al2078
Dorcas,Odunaike,additional,,10.20935/al2078
Louisa  Jane,Jackman,first,,10.20935/al2558
Stefanie,Marsh,additional,,10.20935/al2558
Francesca,Robinson,additional,,10.20935/al2558
Shankar,Narayanan,first,"Advocate, Delhi",10.20935/al2966
Praveen,Rai,first,"Political Analyst at the Centre for the Study of Developing Societies, Delhi, India.",10.20935/al3042
Yurii,Sheliazhenko,first,,10.20935/al1999
Gaïa Maria,Noujeim,first,,10.20935/al2262
Emmanuel,Asomba,first,,10.20935/al1424
Bharathi.,N,first,,10.20935/al2068
Yasser,Maatouk,first,"Computer Science Department, King Abdulaziz University, Jeddah, Saudi Arabia",10.20935/al2781
Mduduzi,Ndlovu,first,University of Mpumalanga,10.20935/al3242
Abdullahi,Ibrahim,first,University of Missouri-Columbia,10.20935/al1539
Valmir Luis,Saldanha da Silva,first,,10.20935/al2249
Sheusheu,Tijani,first,"Kogi State University,  Anyigba",10.20935/al1040
Renate,Thiede,first,University of Pretoria,10.20935/al1956
Nada,Abdelatif,additional,,10.20935/al1956
Inger,Fabris-Rotelli,additional,,10.20935/al1956
Raeesa,Manjoo-Docrat,additional,,10.20935/al1956
Jennifer,Holloway,additional,,10.20935/al1956
Charl,Janse van Rensburg,additional,,10.20935/al1956
Pravesh,Debba,additional,,10.20935/al1956
Nontembeko,Dudeni-Tlhone,additional,,10.20935/al1956
Zaid,Kimmie,additional,,10.20935/al1956
Alize,le Roux,additional,,10.20935/al1956
Antigoni,Themistokleous,first,,10.20935/al2173
André,Bueno,first,Prof. Adj. in Oriental History in State University of Rio de Janeiro,10.20935/al2116
Aardra,Sreekumar,first,,10.20935/al2457
ANM,ALAM,additional,"University of Dhaka, Bangladesh",10.20935/al2211
Sakhawat,Hossen Saikat,additional,"Bangladesh University of Engineering and Technology,",10.20935/al2211
Anita,Bans-Akutey,first,"School of Business and Communication, BlueCrest University College, Ghana.",10.20935/al3044
Benjamin Makimilua,Tiimub,additional,"Department of Environmental Engineering, College of Environmental and Resource Sciences, 310058, Zhejiang University, Hangzou, China.",10.20935/al3044
Cihan,Özçelik,first,Civil Engineer,10.20935/al3016
Semih Özcan,Doğan,additional,Architect,10.20935/al3016
Huriser Aleyna,Başaran,additional,Civil Engineer,10.20935/al3016
Mehmet Kağan,Çelik,additional,Civil Engineer,10.20935/al3016
Savina,Kirilova,first,,10.20935/al2081
Gashahun,Gezahegne,first,"Department of Agribusiness and Value Chain Management, College of Agriculture and Forestry, Mettu University, P.O. Box 318, Bedele, Ethiopia",10.20935/al2573
Syed,Tabrez Hassan,first,,10.20935/al2117
Zeinabou,Baby,additional,,10.20935/al2117
Quinn,Johnson,first,,10.20935/al2470
Leonardo,Mattietto,first,,10.20935/al1825
Sylvester,Tumusiime,first,"Jefferson Parish Department of Environmental Affairs, Jefferson Louisiana",10.20935/al1443
Edwin,Gomez,additional,University of New Orleans,10.20935/al1443
Richard,Mayer,additional,"Jefferson Parish Department of Environmental Affairs, Jefferson Louisiana",10.20935/al1443
Laura,Eschette Becker,additional,Louisiana Department of Environmental Quality (LADEQ),10.20935/al1443
Julia Meyer,Gross,first,Martin-Luther-Universität Halle (Saale),10.20935/al2522
Khalid,Hassan,first,University of the South Pacific,10.20935/al2644
Raj Sekhar,Aich,first,"Professor at SNU, www.rajsekharaich.com",10.20935/al2869
Chuck,Steele,first,USAF Academy,10.20935/al2325
Judith,Goodstein,first,California Institute of Technology,10.20935/al2858
francesco,ranci,first,,10.20935/al2880
Masoud,Bavanpouri,first,"PhD in Arabic Language and Literature, Azarbaijan Shahid Madani University, Tabriz, Islamic Republic of Iran",10.20935/al3277
Abdolahad,Gheibi,additional,"Professor of Arabic Language and Literature, Azarbaijan Shahid Madani University, Tabriz, Islamic Republic of Iran",10.20935/al3277
Pauline Ann,Baba,additional,"Kogi State University, Anyigba-Nigeria",10.20935/al3389
Duan,Haosheng,first,,10.20935/al2346
MOHAMMED LUQMAAN,KAGEE,first,,10.20935/al2987
Jose Manuel,Diaz-Sarachaga,first,"GTDS Research group, University of Oviedo",10.20935/al2724
Mushtaque Ahmed,Pathan,first,,10.20935/al2726
Miracle,Adesina,first,Slum and Rural Health Initiative (SRHIN),10.20935/al3430
Daha,Garba,additional,Slum and Rural Health Initiative (SRHIN),10.20935/al3430
Isaac,Olufadewa,additional,Slum and Rural Health Initiative (SRHIN),10.20935/al3430
Rainer,Thomas,first,,10.20935/al3259
Paul,Davidson,additional,,10.20935/al3259
Adolf,Rericha,additional,,10.20935/al3259
Ilya,Veksler,additional,,10.20935/al3259
Keleabetswe,Rampole,first,,10.20935/al2271
Thekiso,Molokwane,additional,,10.20935/al2271
Devrishi,Bharadwaj,first,,10.20935/al1882
Bruno,Makowiecky Salles,first,UNIVALI,10.20935/al1420
Paulo,Márcio Cruz,additional,UNIVALI,10.20935/al1420
Yusuf,Sarkingobir,first,"Department of Biology, Shehu Shagari College of Education Sokoto Nigeria",10.20935/al2967
Murtala A.,Bello,additional,"Department of Physics, Shehu Shagari College of Education Sokoto, Nigeria",10.20935/al2967
Hamza Malami,Yabo,additional,"Department of Physics, Shehu Shagari College of Education Sokoto, Nigeria",10.20935/al2967
fardaus,ara,first,"University of Rajshahi, Bangladesh",10.20935/al2255
Giorara,Amitzuritzur,first,,10.20935/al2384
stephen,carruthers,first,Technological University Dublin,10.20935/al2584
Bob,Nowlan,first,,10.20935/al1710
Jasmine,Agnew,first,,10.20935/al2028
Adolf,Heschl,first,,10.20935/al2074
Barulaganye,Tuelo,first,,10.20935/al1451
Russell,Clemens,first,,10.20935/al2415
Prof. Roger,Rosenberg,first,,10.20935/al2482
Edvard Kristian,Foshaugen,first,,10.20935/al2121
'Leke,Oluwalogbon,first,"Department of Political Science and Public Administration, Redeemer’s University, Ede, Nigeria.",10.20935/al3481
Robert A.,King,additional,The NDE OBE Research Project,10.20935/al3376
Faraz Umair,Afzal,first,,10.20935/al2629
Cedric,Watts,first,University of Sussex,10.20935/al2918
María Elena,Vargas Ugalde,first,,10.20935/al2000
Néstor Yoav,Olmos Rojas,additional,,10.20935/al2000
Julieta,González Sánchez,additional,,10.20935/al2000
Francisco Javier,López Martínez,additional,,10.20935/al2000
Gonca,Çelik,first,,10.20935/al2165
Vikas N.,Prabhu,first,Indian Institute of Management Bangalore,10.20935/al2022
Kumar RajendraRajendra,RegmiRegmi,first,,10.20935/al1967
Ibrahim,Azeez,first,,10.20935/al2448
Özgür,Yılmaz,first,,10.20935/al2537
Philippe,Baveye,first,,10.20935/al2551
Thomas,McCloughlin,first,DCU Water Institute,10.20935/al2407
Rupert,Rhodd,first,Florida Atlantic University,10.20935/al2859
Sandra,Schrouder,additional,Barry University,10.20935/al2859
Jerry,Kolo,additional,American University of Sharjah,10.20935/al2859
Evan,Jaffe,additional,Florida Atlantic University,10.20935/al2859
Panagiotis,Koutsouris,first,,10.20935/al2574
KASI,ESWARAPPA,first,Indira Gandhi National Tribal University,10.20935/al2802
SUMAN,DAS,additional,National Institute of Technology Rourkela,10.20935/al2802
Tomiwa,Oluwajuwon,first,,10.20935/al3241
Anita,Bans-Akutey,first,"School of Business and Communication, BlueCrest University College, Accra, Ghana",10.20935/al3392
Benjamin Makimilua,Tiimub,additional,"College of Environmental and Resource Sciences, Zhejiang University, China",10.20935/al3392
平山法律事務所／Kentaro,Hirayama,first,Kyushu University,10.20935/al2307
João Salvador dos,Neto,first,,10.20935/al2492
David,Peterson,first,Cedarville University,10.20935/al2414
Matt,Beerse,additional,University of Dayton,10.20935/al2414
UBAYDULLAH,UTHMAN,first,University of Malaya,10.20935/al2891
Viatcheslav,Zaitsev,first,"University of St Andrews, United Kingdom",10.20935/al2579
Дмитрий,Зеленский,first,,10.20935/al2600
Susan,Archer,first,,10.20935/al2933
Tani,Khara,first,,10.20935/al2437
Kanghyun,Yoon,first,UNIVERSITY OF CENTRAL OKLAHOMA,10.20935/al3073
Kalu Kingsley,Anele,first,,10.20935/al2567
Shu,Chen-Worley,first,,10.20935/al2455
Richard L.,Summers,additional,University of Mississippi Medical Center,10.20935/al1093
Domina,Petric,first,,10.20935/al2654
Patrick,Moriarty,first,,10.20935/al2895
Kurniawan Arif,Maspul,first,International Open University,10.20935/al3002
Fina,Amalia,first,International Open University,10.20935/al3002
Debarshi,Nag,first,Lovely Professional University,10.20935/al2501
Eliza,Ismayilova,first,Altay Karimli,10.20935/al2222
Dan,Halpren-Ruder,first,,10.20935/al3432
Nagendra Kumar,Maurya,additional,"Dept of Applied Economics, University of Lucknow",10.20935/al3164
Roli,Misra,additional,"Dept of Economics, University of Lucknow",10.20935/al3164
Dunia,Tegegn,additional,,10.20935/al3248
Breno,Arsioli Moura,first,,10.20935/al3045
Federico Lorenzo,Ramaioli,additional,,10.20935/al3487
Jennifer W.,Shewmaker,additional,Abilene Christian University,10.20935/al3257
Rebecca,Hains,additional,Salem State University,10.20935/al3257
Yuri,Calleo,first,,10.20935/al2679
Bartosz,Wójcik,first,University of Szczecin,10.20935/al3274
Raquel,Guzzo,first,PUC-Campinas,10.20935/al3152
Olatunbosun Emmanuel,Ogunseemi,first,"Bamidele Olumilua University of Education, Science and Technology",10.20935/al2703
Victor,Padilla-Sanchez,first,,10.20935/al3371
Shauna,Thompson,first,,10.20935/al2627
Macey,Jackson,first,Northcentral University,10.20935/al2745
Hong-Jian,Wang,first,,10.20935/al3318
Robin,Pauc,first,,10.20935/al2502
David,Gabai Richter,first,Bar Ilan University,10.20935/al3117
Kurniawan Arif,Maspul,first,International Open University,10.20935/al3185
Alexandre,Duarte,first,Universidade do Minho,10.20935/al3140
Filipa,Venâncio,additional,Universidade Católica Portuguesa,10.20935/al3140
Ranieri,Guerra,first,none,10.20935/al3162
Davide,Tosi,additional,Università dell'Insubria,10.20935/al3162
Eva,Hammar Chiriac,first,,10.20935/al2192
Karin,Forslund Frykedal,additional,,10.20935/al2192
John Christy,Johnson,first,,10.20935/al2646
Mohathir,Sheikh,additional,University of Calgary,10.20935/al2646
Peter Anto,Johnson,additional,,10.20935/al2646
Austin,Mardon,additional,,10.20935/al2646
Jasrita,Singh,additional,,10.20935/al2646
Juney,Thomas,first,"St Teresa's College, Ernakulam, Kerala",10.20935/al3352
Craig Trevor,Hansen,additional,University of Applied Research and Development,10.20935/al3525
Justice Agyei,Ampofo,first,Judicial Service of Ghana,10.20935/al3467
Isaac,Mantey,additional,"Mendel University, Czech Republic",10.20935/al3467
Amos,Amuribadek Adangabe,additional,Nusrat Jahan Ahmadiyya College of Education,10.20935/al3467
Barbara,Turner,first,Walden University,10.20935/al2754
David,Leong,first,University of Canberra,10.20935/al3052
Justin,"Martin, Ph.D.",first,,10.20935/al2149
Najat A.,Muttalib M. Jawad,additional,al-Mustansiriyah University,10.20935/al3247
Christian,Nagaynay,first,,10.20935/al2680
John,Klauder,first,University of Florida,10.20935/al3573
Mujtaba,Ellahi,first,"Advanced Polymer Science Laboratory, Department of Chemistry | Balochistan University of Information Technology, Engineering and Management Sciences",10.20935/al3746
Noornama,Panezai,additional,"Advanced Polymer Science Laboratory, Department of Chemistry | Balochistan University of Information Technology, Engineering and Management Sciences",10.20935/al3746
Aziza,Sarwar,additional,"Advanced Polymer Science Laboratory, Department of Chemistry | Balochistan University of Information Technology, Engineering and Management Sciences",10.20935/al3746
Hameeda,Panezai,additional,"Advanced Polymer Science Laboratory, Department of Chemistry | Balochistan University of Information Technology, Engineering and Management Sciences",10.20935/al3746
Oliver D.,Smith,first,,10.20935/al2845
GUERRERO,CHRISTINE,first,University of San Augustin,10.20935/al2874
Kunal,Debnath,first,"Rabindra Bharati University, Kolkata, India",10.20935/al2855
Souvik,Chatterjee,additional,"Central University of Jharkhand, Ranchi, India",10.20935/al2855
Marco Aurélio dos,Santos,first,,10.20935/al3093
Kurniawan Arif,Maspul,first,International Open University,10.20935/al3655
Mahfuzul,Islam,first,Daffodil International University,10.20935/al2538
Shopnil,Akash,additional,Daffodil International University,10.20935/al2538
Farjana,Islam Aovi,additional,Daffodil International University,10.20935/al2538
Joseph,Mimbale,first,University of Kinshasa,10.20935/al3802
Jean-Marie,Mbutamuntu,additional,University of Kinshasa,10.20935/al3802
Yousef,El-Shafie,additional,,10.20935/al3790
Hussein,Elasrag,first,,10.20935/al2555
Ulkar,Sadigova,first,,10.20935/al3129
Desalegn,Birara,additional,Curator of Cultural Heritage at the National Museum of Ethiopia | Addis Ababa University,10.20935/al3543
Md Mahbubul,Alam,additional,Bangladesh University of Professionals (BUP),10.20935/al3510
Luigi,Borzacchini,first,"University of Bari, Accademia Pugliese delle Scienze. Italy",10.20935/al3575
Kostas,Tepelenis,first,"Department of Surgery, University Hospital of Ioannina, Ioannina, 45500, Greece.",10.20935/al3106
Nikolaos,Tepelenis,additional,"Department of Pathology, Agia Sofia Children’s Hospital, Athens, 11527, Greece.",10.20935/al3106
Maria-Alexandra,Kefala,additional,"Pediatrician, Ioannina, 45500, Greece.",10.20935/al3106
Konstantinos,Vlachos,additional,"Department of Surgery, University Hospital of Ioannina, Ioannina, 45500, Greece.",10.20935/al3106
Uttam,Aryal,first,Golden Gate Int. College,10.20935/al2881
Diana,Clark Gill,first,,10.20935/al2812
Rosalyn,King,first,,10.20935/al3090
Ifeanyi,Nwokoro,first,Ihechukwu Madubuike Institute of Technology (IMIT),10.20935/al3443
Obikwelu,Okonkwo,additional,Alex-Ekwueme Federal University Ndufu Alike Ikwo,10.20935/al3443
Uzoma,Alo,additional,Alex-Ekwueme Federal University Ndufu Alike Ikwo,10.20935/al3443
Augustina,Nwatu,additional,Alex-Ekwueme Federal University Ndufu Alike Ikwo,10.20935/al3443
Sandeep,Chandril,first,,10.20935/al2497
Ravikishor V,P V V,additional,,10.20935/al2497
Ravi,S,additional,,10.20935/al2497
Ted,Martens,first,,10.20935/al2907
Amtul,R,first,,10.20935/al2888
Elvis,Dze Achuo,first,,10.20935/al3048
Charles Bertin,Pilag Kakeu,additional,,10.20935/al3048
Clémence Zite,Kouhomou,additional,,10.20935/al3048
Manuella,Tonga Ndjakwa,additional,,10.20935/al3048
Muhammad Khusairy,Bakri,first,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Muhammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al2564
Armstrong,Omoregie,additional,"Department of Water and Environmental Engineering, School of Civil Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, 81310 Skudai, Johor, Malaysia.",10.20935/al2564
Md Rezaur,Rahman,additional,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Muhammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al2564
Justin P.,Holt,first,,10.20935/al2846
Peter Anto,Johnson,first,University of Alberta,10.20935/al2643
Mohathir,Sheikh,additional,University of Calgary,10.20935/al2643
John Christy,Johnson,additional,University of Alberta,10.20935/al2643
Jasrita,Singh,additional,McMaster University,10.20935/al2643
Catherine,Mardon,additional,Antarctic Institute of Canada,10.20935/al2643
Austin,Mardon,additional,Antarctic Institute of Canada,10.20935/al2643
Miran,Kondric,first,University of Ljubljana,10.20935/al3156
Gabriele,Bortolami,additional,Universidade Agostinho Neto,10.20935/al3342
Sydney Ross,Singer,first,Independent Researcher,10.20935/al2977
Federico,Terzi,first,Università Cattolica del Sacro Cuore (Milano) - Haute École de Musique (Genève),10.20935/al3067
Xiao,Li,first,The University of Texas Health Science Center at Houston,10.20935/al3158
Hongying,Liu,additional,Nanjing University of Finance and Economics,10.20935/al3158
Yuwei,Zheng,first,,10.20935/al3147
Moana,de Almeida,additional,,10.20935/al3147
Samuel,BEWIADZI,first,"University of Health and Allied Sciences, Ho Ghana",10.20935/al3856
Nalikena,Muyunda Siyoto,additional,Mulungushi University-Zambia,10.20935/al3827
Tasneem,Ahmed,first,"Department of Computer Application Integral University, Lucknow, Uttar Pradesh-India-226026",10.20935/al1349
